"","seqnames","start","end","width","strand","peakNames"
"26669","4",16769878,16770088,211,"*",c("SRR5874658__33438", "SRR5874657__29770")
"26670","4",16772990,16773733,744,"*",c("SRR5874657__29771", "SRR5874658__33439")
"26671","4",16776258,16776482,225,"*",c("SRR5874658__33441", "SRR5874657__29772")
"26672","4",16781717,16781915,199,"*",c("SRR5874657__29773", "SRR5874658__33443")
"26673","4",16785060,16785189,130,"*",c("SRR5874658__33444", "SRR5874657__29774")
"26674","4",16788378,16788839,462,"*",c("SRR5874658__33446", "SRR5874657__29775")
"26675","4",16789053,16789288,236,"*",c("SRR5874658__33447", "SRR5874657__29776")
"26676","4",16795087,16795234,148,"*",c("SRR5874657__29778", "SRR5874658__33449")
"26677","4",16799426,16799861,436,"*",c("SRR5874658__33450", "SRR5874657__29779")
"26678","4",16800489,16800868,380,"*",c("SRR5874658__33451", "SRR5874657__29780")
"26679","4",16801179,16801593,415,"*",c("SRR5874657__29781", "SRR5874658__33452")
"26680","4",16801715,16802081,367,"*",c("SRR5874657__29782", "SRR5874658__33453")
"26681","4",16805032,16805145,114,"*",c("SRR5874658__33454", "SRR5874657__29783")
"26682","4",16805504,16805605,102,"*",c("SRR5874658__33455", "SRR5874657__29784")
"26683","4",16806487,16807279,793,"*",c("SRR5874657__29785", "SRR5874658__33456", "SRR5874658__33457")
"26684","4",16819487,16819809,323,"*",c("SRR5874658__33458", "SRR5874657__29786")
"26685","4",16832337,16832504,168,"*",c("SRR5874658__33460", "SRR5874657__29787")
"26686","4",16839031,16839150,120,"*",c("SRR5874658__33461", "SRR5874657__29788")
"26687","4",16839292,16839704,413,"*",c("SRR5874657__29789", "SRR5874658__33462")
"26688","4",16845350,16845562,213,"*",c("SRR5874657__29790", "SRR5874658__33464")
"26689","4",16845587,16845766,180,"*",c("SRR5874658__33465", "SRR5874657__29791")
"26690","4",16845871,16846406,536,"*",c("SRR5874658__33466", "SRR5874657__29792", "SRR5874658__33467")
"26691","4",16848922,16849387,466,"*",c("SRR5874657__29794", "SRR5874658__33468")
"26692","4",16851525,16851628,104,"*",c("SRR5874658__33470", "SRR5874657__29795")
"26693","4",16852891,16852966,76,"*",c("SRR5874657__29796", "SRR5874658__33471")
"26694","4",16853753,16853849,97,"*",c("SRR5874658__33472", "SRR5874657__29797")
"26695","4",16854188,16854406,219,"*",c("SRR5874658__33473", "SRR5874657__29798")
"26696","4",16855063,16855522,460,"*",c("SRR5874657__29799", "SRR5874658__33474")
"26697","4",16855659,16856029,371,"*",c("SRR5874657__29800", "SRR5874658__33475")
"26698","4",16857112,16857365,254,"*",c("SRR5874657__29801", "SRR5874658__33476")
"26699","4",16860198,16860381,184,"*",c("SRR5874657__29802", "SRR5874658__33478")
"26700","4",16862274,16863036,763,"*",c("SRR5874657__29804", "SRR5874658__33479", "SRR5874658__33480", "SRR5874657__29805")
"26701","4",16865189,16865323,135,"*",c("SRR5874657__29806", "SRR5874658__33481")
"26702","4",16873605,16873850,246,"*",c("SRR5874658__33482", "SRR5874657__29807")
"26703","4",16878016,16878396,381,"*",c("SRR5874657__29808", "SRR5874658__33485")
"26704","4",16879047,16879360,314,"*",c("SRR5874658__33486", "SRR5874657__29809")
"26705","4",16879516,16879731,216,"*",c("SRR5874658__33487", "SRR5874657__29810")
"26706","4",16880014,16880518,505,"*",c("SRR5874657__29811", "SRR5874658__33488")
"26707","4",16881809,16882296,488,"*",c("SRR5874657__29812", "SRR5874658__33490", "SRR5874658__33491")
"26708","4",16888275,16888700,426,"*",c("SRR5874658__33492", "SRR5874657__29813", "SRR5874657__29814")
"26709","4",16890714,16891117,404,"*",c("SRR5874657__29815", "SRR5874658__33493")
"26710","4",16891827,16892143,317,"*",c("SRR5874658__33494", "SRR5874657__29816")
"26711","4",16892426,16892986,561,"*",c("SRR5874658__33495", "SRR5874657__29817")
"26712","4",16895156,16895430,275,"*",c("SRR5874657__29818", "SRR5874658__33496")
"26713","4",16895813,16895947,135,"*",c("SRR5874658__33497", "SRR5874657__29819")
"26714","4",16896107,16896347,241,"*",c("SRR5874657__29820", "SRR5874658__33498")
"26715","4",16900294,16900602,309,"*",c("SRR5874657__29821", "SRR5874658__33499")
"26716","4",16901172,16901491,320,"*",c("SRR5874658__33501", "SRR5874657__29822")
"26717","4",16903993,16904199,207,"*",c("SRR5874658__33502", "SRR5874657__29823")
"26718","4",16908053,16908368,316,"*",c("SRR5874658__33503", "SRR5874657__29824")
"26719","4",16913543,16914179,637,"*",c("SRR5874658__33504", "SRR5874657__29825")
"26720","4",16918828,16919163,336,"*",c("SRR5874657__29826", "SRR5874658__33505")
"26721","4",16920033,16920282,250,"*",c("SRR5874657__29827", "SRR5874658__33506")
"26722","4",16923045,16923287,243,"*",c("SRR5874658__33507", "SRR5874657__29828")
"26723","4",16926825,16927078,254,"*",c("SRR5874658__33508", "SRR5874657__29829")
"26724","4",16927255,16928093,839,"*",c("SRR5874658__33509", "SRR5874657__29830", "SRR5874658__33510")
"26725","4",16929064,16929180,117,"*",c("SRR5874657__29831", "SRR5874658__33511")
"26726","4",16930696,16931121,426,"*",c("SRR5874657__29832", "SRR5874658__33512")
"26727","4",16935957,16936145,189,"*",c("SRR5874657__29833", "SRR5874658__33513")
"26728","4",16939846,16940093,248,"*",c("SRR5874658__33514", "SRR5874657__29834")
"26729","4",16940194,16940379,186,"*",c("SRR5874657__29835", "SRR5874658__33515")
"26730","4",16941769,16942474,706,"*",c("SRR5874657__29836", "SRR5874658__33517")
"26731","4",16944588,16945023,436,"*",c("SRR5874658__33518", "SRR5874657__29837")
"26732","4",16950530,16951611,1082,"*",c("SRR5874658__33519", "SRR5874657__29838")
"26733","4",16951846,16952064,219,"*",c("SRR5874657__29839", "SRR5874658__33520")
"26734","4",16952320,16952478,159,"*",c("SRR5874657__29840", "SRR5874658__33521")
"26735","4",16955154,16955549,396,"*",c("SRR5874658__33522", "SRR5874657__29841")
"26736","4",16959986,16961307,1322,"*",c("SRR5874657__29842", "SRR5874658__33523", "SRR5874658__33524")
"26737","4",16961619,16961859,241,"*",c("SRR5874657__29843", "SRR5874658__33525")
"26738","4",16961908,16962094,187,"*",c("SRR5874657__29844", "SRR5874658__33526")
"26739","4",16968023,16968783,761,"*",c("SRR5874658__33527", "SRR5874657__29845", "SRR5874657__29846")
"26740","4",16972302,16972645,344,"*",c("SRR5874657__29847", "SRR5874658__33528")
"26741","4",16977970,16978172,203,"*",c("SRR5874657__29848", "SRR5874658__33530")
"26742","4",16978403,16978537,135,"*",c("SRR5874657__29850", "SRR5874658__33531")
"26743","4",16978622,16978818,197,"*",c("SRR5874657__29851", "SRR5874658__33532")
"26744","4",16979868,16979993,126,"*",c("SRR5874657__29852", "SRR5874658__33533")
"26745","4",16980814,16981016,203,"*",c("SRR5874658__33534", "SRR5874657__29853")
"26746","4",16982472,16982580,109,"*",c("SRR5874657__29854", "SRR5874658__33535")
"26747","4",16982959,16983572,614,"*",c("SRR5874658__33536", "SRR5874657__29855", "SRR5874658__33537")
"26748","4",16988852,16989727,876,"*",c("SRR5874657__29857", "SRR5874658__33538")
"26749","4",16992782,16993132,351,"*",c("SRR5874658__33540", "SRR5874657__29858")
"26750","4",16995781,16996029,249,"*",c("SRR5874658__33541", "SRR5874657__29859")
"26751","4",16996932,16997179,248,"*",c("SRR5874658__33542", "SRR5874657__29860")
"26752","4",17000917,17001162,246,"*",c("SRR5874657__29861", "SRR5874658__33543")
"26753","4",17003508,17003690,183,"*",c("SRR5874657__29863", "SRR5874658__33545")
"26754","4",17004382,17004729,348,"*",c("SRR5874658__33546", "SRR5874657__29864")
"26755","4",17006104,17006760,657,"*",c("SRR5874658__33547", "SRR5874657__29865")
"26756","4",17008132,17008434,303,"*",c("SRR5874657__29866", "SRR5874658__33549")
"26757","4",17011438,17011688,251,"*",c("SRR5874658__33550", "SRR5874657__29867")
"26758","4",17015164,17015429,266,"*",c("SRR5874658__33551", "SRR5874657__29868")
"26759","4",17016440,17016645,206,"*",c("SRR5874658__33552", "SRR5874657__29869")
"26760","4",17018043,17018950,908,"*",c("SRR5874657__29871", "SRR5874658__33553", "SRR5874658__33554")
"26761","4",17020926,17021530,605,"*",c("SRR5874657__29872", "SRR5874658__33555")
"26762","4",17025811,17025896,86,"*",c("SRR5874657__29873", "SRR5874658__33556")
"26763","4",17027936,17028148,213,"*",c("SRR5874658__33557", "SRR5874657__29874")
"26764","4",17031612,17031943,332,"*",c("SRR5874657__29875", "SRR5874658__33558")
"26765","4",17033783,17034208,426,"*",c("SRR5874657__29876", "SRR5874658__33560", "SRR5874658__33561")
"26766","4",17034780,17035046,267,"*",c("SRR5874658__33562", "SRR5874657__29877")
"26767","4",17039407,17039983,577,"*",c("SRR5874658__33563", "SRR5874657__29878")
"26768","4",17040223,17040366,144,"*",c("SRR5874657__29879", "SRR5874658__33564")
"26769","4",17041072,17041277,206,"*",c("SRR5874657__29880", "SRR5874658__33565")
"26770","4",17041591,17041776,186,"*",c("SRR5874657__29881", "SRR5874658__33566")
"26771","4",17044545,17045157,613,"*",c("SRR5874657__29882", "SRR5874658__33568")
"26772","4",17047529,17047747,219,"*",c("SRR5874657__29883", "SRR5874658__33569")
"26773","4",17048601,17049268,668,"*",c("SRR5874658__33570", "SRR5874657__29884", "SRR5874658__33571")
"26774","4",17050112,17050576,465,"*",c("SRR5874657__29885", "SRR5874658__33572")
"26775","4",17051401,17051658,258,"*",c("SRR5874658__33574", "SRR5874657__29886")
"26776","4",17052152,17052290,139,"*",c("SRR5874657__29887", "SRR5874658__33575")
"26777","4",17055022,17055308,287,"*",c("SRR5874658__33576", "SRR5874657__29888")
"26778","4",17077768,17078035,268,"*",c("SRR5874658__33577", "SRR5874657__29889", "SRR5874658__33578")
"26779","4",17080728,17081037,310,"*",c("SRR5874658__33579", "SRR5874657__29890")
"26780","4",17083349,17083677,329,"*",c("SRR5874657__29891", "SRR5874658__33580")
"26781","4",17085763,17086024,262,"*",c("SRR5874658__33581", "SRR5874657__29892")
"26782","4",17086429,17086806,378,"*",c("SRR5874658__33582", "SRR5874657__29893")
"26783","4",17087218,17087450,233,"*",c("SRR5874658__33583", "SRR5874657__29894")
"26784","4",17089115,17089386,272,"*",c("SRR5874658__33584", "SRR5874657__29895")
"26785","4",17089681,17090000,320,"*",c("SRR5874658__33585", "SRR5874657__29896", "SRR5874658__33586")
"26786","4",17092051,17092537,487,"*",c("SRR5874657__29897", "SRR5874658__33587")
"26787","4",17097116,17097303,188,"*",c("SRR5874658__33588", "SRR5874657__29898")
"26788","4",17097327,17097743,417,"*",c("SRR5874657__29899", "SRR5874658__33589")
"26789","4",17098320,17098659,340,"*",c("SRR5874658__33590", "SRR5874657__29900")
"26790","4",17104477,17104769,293,"*",c("SRR5874657__29901", "SRR5874658__33591")
"26791","4",17109049,17109343,295,"*",c("SRR5874657__29902", "SRR5874658__33592")
"26792","4",17109624,17109948,325,"*",c("SRR5874657__29903", "SRR5874658__33593")
"26793","4",17110280,17110451,172,"*",c("SRR5874657__29904", "SRR5874658__33594")
"26794","4",17114143,17114254,112,"*",c("SRR5874657__29905", "SRR5874658__33595")
"26795","4",17114941,17115480,540,"*",c("SRR5874658__33596", "SRR5874657__29906")
"26796","4",17115520,17115673,154,"*",c("SRR5874657__29907", "SRR5874658__33597")
"26797","4",17119216,17119864,649,"*",c("SRR5874657__29908", "SRR5874658__33598")
"26798","4",17119918,17120142,225,"*",c("SRR5874658__33599", "SRR5874657__29909")
"26799","4",17123729,17123980,252,"*",c("SRR5874658__33600", "SRR5874657__29910")
"26800","4",17127099,17127326,228,"*",c("SRR5874658__33602", "SRR5874657__29912")
"26801","4",17129701,17130297,597,"*",c("SRR5874657__29913", "SRR5874658__33604")
"26802","4",17135612,17135835,224,"*",c("SRR5874658__33606", "SRR5874657__29914")
"26803","4",17135924,17136096,173,"*",c("SRR5874657__29915", "SRR5874658__33607")
"26804","4",17136134,17136694,561,"*",c("SRR5874658__33608", "SRR5874657__29916")
"26805","4",17137466,17138386,921,"*",c("SRR5874658__33609", "SRR5874657__29917", "SRR5874658__33610")
"26806","4",17144205,17144335,131,"*",c("SRR5874658__33611", "SRR5874657__29918")
"26807","4",17144491,17145326,836,"*",c("SRR5874657__29919", "SRR5874658__33612", "SRR5874658__33613")
"26808","4",17147416,17147665,250,"*",c("SRR5874658__33614", "SRR5874657__29921")
"26809","4",17148345,17148562,218,"*",c("SRR5874658__33615", "SRR5874657__29922")
"26810","4",17148779,17148908,130,"*",c("SRR5874658__33616", "SRR5874657__29923")
"26811","4",17149063,17149246,184,"*",c("SRR5874658__33617", "SRR5874657__29924")
"26812","4",17149431,17149828,398,"*",c("SRR5874658__33618", "SRR5874657__29925")
"26813","4",17150365,17151027,663,"*",c("SRR5874658__33619", "SRR5874657__29926", "SRR5874658__33620")
"26814","4",17157564,17157744,181,"*",c("SRR5874657__29927", "SRR5874658__33621")
"26815","4",17159232,17159457,226,"*",c("SRR5874658__33622", "SRR5874657__29928")
"26816","4",17159739,17160003,265,"*",c("SRR5874658__33624", "SRR5874657__29929")
"26817","4",17165163,17165415,253,"*",c("SRR5874658__33625", "SRR5874657__29931")
"26818","4",17169181,17169572,392,"*",c("SRR5874658__33626", "SRR5874657__29934")
"26819","4",17173038,17173561,524,"*",c("SRR5874657__29935", "SRR5874658__33627")
"26820","4",17176487,17176645,159,"*",c("SRR5874658__33628", "SRR5874657__29936")
"26821","4",17181241,17181379,139,"*",c("SRR5874657__29937", "SRR5874658__33629")
"26822","4",17182068,17182424,357,"*",c("SRR5874657__29938", "SRR5874658__33631")
"26823","4",17183626,17184100,475,"*",c("SRR5874657__29939", "SRR5874658__33632", "SRR5874658__33633")
"26824","4",17184382,17184553,172,"*",c("SRR5874658__33634", "SRR5874657__29940")
"26825","4",17185740,17185894,155,"*",c("SRR5874657__29941", "SRR5874658__33635")
"26826","4",17187279,17187820,542,"*",c("SRR5874657__29942", "SRR5874658__33636")
"26827","4",17188217,17188546,330,"*",c("SRR5874657__29943", "SRR5874658__33637", "SRR5874658__33638")
"26828","4",17189290,17189890,601,"*",c("SRR5874658__33639", "SRR5874657__29944")
"26829","4",17193296,17193450,155,"*",c("SRR5874658__33640", "SRR5874657__29945")
"26830","4",17197007,17197290,284,"*",c("SRR5874658__33641", "SRR5874657__29947")
"26831","4",17201239,17201433,195,"*",c("SRR5874657__29948", "SRR5874658__33642")
"26832","4",17201652,17201984,333,"*",c("SRR5874657__29949", "SRR5874658__33644")
"26833","4",17204274,17204488,215,"*",c("SRR5874658__33645", "SRR5874657__29950")
"26834","4",17209904,17210174,271,"*",c("SRR5874658__33646", "SRR5874657__29951")
"26835","4",17211821,17211954,134,"*",c("SRR5874657__29952", "SRR5874658__33648")
"26836","4",17214475,17214778,304,"*",c("SRR5874657__29953", "SRR5874658__33649")
"26837","4",17216753,17216922,170,"*",c("SRR5874658__33650", "SRR5874657__29954")
"26838","4",17217095,17218088,994,"*",c("SRR5874657__29955", "SRR5874658__33651")
"26839","4",17221523,17221661,139,"*",c("SRR5874657__29956", "SRR5874658__33652")
"26840","4",17225677,17226208,532,"*",c("SRR5874658__33653", "SRR5874657__29957")
"26841","4",17226368,17227205,838,"*",c("SRR5874658__33654", "SRR5874657__29958", "SRR5874658__33655")
"26842","4",17230113,17230588,476,"*",c("SRR5874658__33656", "SRR5874657__29959")
"26843","4",17235529,17235723,195,"*",c("SRR5874658__33657", "SRR5874657__29960")
"26844","4",17235890,17236595,706,"*",c("SRR5874657__29961", "SRR5874658__33658")
"26845","4",17241835,17242085,251,"*",c("SRR5874658__33659", "SRR5874657__29962")
"26846","4",17242731,17243728,998,"*",c("SRR5874658__33660", "SRR5874657__29963")
"26847","4",17248465,17248738,274,"*",c("SRR5874658__33661", "SRR5874657__29965")
"26848","4",17249696,17250562,867,"*",c("SRR5874658__33663", "SRR5874657__29966", "SRR5874658__33664")
"26849","4",17250654,17250949,296,"*",c("SRR5874658__33665", "SRR5874657__29967", "SRR5874658__33666")
"26850","4",17257539,17257829,291,"*",c("SRR5874658__33667", "SRR5874657__29968")
"26851","4",17263045,17263181,137,"*",c("SRR5874657__29969", "SRR5874658__33668")
"26852","4",17263221,17263571,351,"*",c("SRR5874657__29970", "SRR5874658__33669")
"26853","4",17271496,17271872,377,"*",c("SRR5874658__33672", "SRR5874657__29971")
"26854","4",17276639,17276998,360,"*",c("SRR5874657__29972", "SRR5874658__33673")
"26855","4",17279153,17279378,226,"*",c("SRR5874658__33674", "SRR5874657__29973")
"26856","4",17280598,17280686,89,"*",c("SRR5874657__29974", "SRR5874658__33676")
"26857","4",17282670,17283467,798,"*",c("SRR5874657__29975", "SRR5874658__33678")
"26858","4",17285445,17285647,203,"*",c("SRR5874658__33679", "SRR5874657__29976")
"26859","4",17287421,17288277,857,"*",c("SRR5874657__29977", "SRR5874658__33680", "SRR5874657__29978")
"26860","4",17289778,17290324,547,"*",c("SRR5874657__29979", "SRR5874658__33681", "SRR5874658__33682")
"26861","4",17297586,17298151,566,"*",c("SRR5874658__33683", "SRR5874657__29980")
"26862","4",17300766,17300993,228,"*",c("SRR5874657__29981", "SRR5874658__33685")
"26863","4",17302795,17302881,87,"*",c("SRR5874657__29982", "SRR5874658__33686")
"26864","4",17304533,17304918,386,"*",c("SRR5874657__29983", "SRR5874658__33687")
"26865","4",17305800,17306028,229,"*",c("SRR5874658__33688", "SRR5874657__29984")
"26866","4",17307206,17307755,550,"*",c("SRR5874658__33689", "SRR5874657__29985")
"26867","4",17312417,17312676,260,"*",c("SRR5874658__33690", "SRR5874657__29986")
"26868","4",17313024,17313328,305,"*",c("SRR5874657__29987", "SRR5874658__33691")
"26869","4",17313368,17313599,232,"*",c("SRR5874658__33692", "SRR5874657__29988")
"26870","4",17319052,17319286,235,"*",c("SRR5874658__33694", "SRR5874657__29989")
"26871","4",17319804,17320118,315,"*",c("SRR5874658__33695", "SRR5874657__29990", "SRR5874658__33696")
"26872","4",17324188,17324798,611,"*",c("SRR5874657__29992", "SRR5874658__33697")
"26873","4",17324872,17324973,102,"*",c("SRR5874657__29993", "SRR5874658__33698")
"26874","4",17326394,17326628,235,"*",c("SRR5874657__29994", "SRR5874658__33699")
"26875","4",17331901,17332613,713,"*",c("SRR5874658__33701", "SRR5874657__29995")
"26876","4",17334224,17334588,365,"*",c("SRR5874658__33703", "SRR5874657__29996")
"26877","4",17334988,17335108,121,"*",c("SRR5874658__33704", "SRR5874657__29997")
"26878","4",17335697,17335951,255,"*",c("SRR5874658__33705", "SRR5874657__29998")
"26879","4",17335989,17336243,255,"*",c("SRR5874657__29999", "SRR5874658__33706")
"26880","4",17338904,17339125,222,"*",c("SRR5874658__33707", "SRR5874657__30000")
